PV-Strom
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
153.97757028687994
316.2799622945968
218.77955534495692
773.4942777689645
944.7271367063715
529.4767961237716
4.982068139417284
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
193.71601409402606
520.977458233167
456.4954447539218
676.7334923645003
490.00772001029407
200.8809129604639
14.54923892896421
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
190.19477409662994
337.6564653120951
347.83300553098087
334.79609452838963
268.3617691432191
135.1587307661534
14.713484373787042
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
186.91885970550186
324.77739374726474
400.8608813193051
388.1368086683743
675.8167857505944
338.505287120759
9.662440718854368
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
196.69795364685538
375.4604546872127
274.213977533337
308.27568910338084
269.03444898684955
135.66883307405456
9.696490168123937
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
176.9064049986714
262.42758982695085
236.91300110829957
196.47856575194447
143.24085603033782
77.43479071595647
5.229951330109053
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
177.2272181768903
228.277927133073
235.86958099446719
242.48172162947571
196.3589616437245
103.47609343594775
15.113500024450444
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
209.95612684556784
410.7624627119062
452.3681389776751
612.2538179668668
933.9160645883848
862.0230794853484
178.4729624546502
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
104.62464496124032
389.69141536660214
1007.3538325294979
1347.0142531246643
1316.3711742282435
992.6671849146765
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
110.89570342492232
394.25065458448944
1000.6617281794993
1323.7085784427115
1086.665572846867
659.4763280324793
116.01097603536127
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
111.63786967031766
399.50575448216927
1012.0882801802006
1337.9808431348852
1318.7351941236705
882.5201478860588
213.81963701177247
0.0
0.0
0.0
0.0
