0,288.0,288.25,288.5,288.75,289.0,289.25,289.5,289.75,290.0,290.25,290.5,290.75,291.0,291.25,291.5,291.75,292.0,292.25,292.5,292.75,293.0,293.25,293.5,293.75,294.0,294.25,294.5,294.75,295.0,295.25,295.5,295.75,296.0,296.25,296.5,296.75,297.0,297.25,297.5,297.75,298.0,298.25,298.5,298.75,299.0,299.25,299.5,299.75,300.0,300.25,300.5,300.75,301.0,301.25,301.5,301.75,302.0,302.25,302.5,302.75,303.0,303.25,303.5,303.75,304.0,304.25,304.5,304.75,305.0,305.25,305.5,305.75,306.0,306.25,306.5,306.75,307.0,307.25,307.5,307.75,308.0,308.25,308.5,308.75,309.0,309.25,309.5,309.75,310.0,310.25,310.5,310.75,311.0,311.25,311.5,311.75,312.0,312.25,312.5,312.75
Mode,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q_HP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q_Penalty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q_Hou,4102.94,4084.32,58946.86,7214.87,4028.46,4016.52,58980.76,7485.69,3980.68,3974.61,59001.71,7499.84,3956.38,3953.75,59012.14,7311.8,3945.85,60996.3,5373.94,3954.05,3956.78,3963.79,59007.12,7582.08,3984.83,3991.68,58993.18,6229.79,4012.21,3979.47,58445.37,3913.98,3881.24,55834.46,3912.58,3928.26,3943.93,4113.38,54256.66,4452.29,4621.75,4629.32,54943.61,4644.48,4652.05,4615.55,56581.64,4542.55,4506.04,4467.36,57907.08,4389.98,4351.29,4326.02,58656.3,4275.48,4250.21,4238.28,58869.9,4560.63,4202.49,4199.17,58889.45,4802.7,4189.2,4189.97,57752.15,4191.52,4192.3,4164.38,54237.64,4108.54,4080.62,50618.9,4141.31,4171.66,4202.0,47863.5,4574.84,4761.27,4947.69,4974.67,47946.3,5028.64,5055.63,5037.5,49243.75,5001.25,4983.12,4954.66,50715.41,4897.72,4869.25,4841.46,51931.18,4785.87
Q_Hou_Dem,4102.94,4084.32,4065.7,4047.08,4028.46,4016.52,4004.57,3992.63,3980.68,3974.61,3968.53,3962.46,3956.38,3953.75,3951.11,3948.48,3945.85,3948.58,3951.31,3954.05,3956.78,3963.79,3970.81,3977.82,3984.83,3991.68,3998.52,4005.37,4012.21,3979.47,3946.72,3913.98,3881.24,3896.91,3912.58,3928.26,3943.93,4113.38,4282.84,4452.29,4621.75,4629.32,4636.9,4644.48,4652.05,4615.55,4579.05,4542.55,4506.04,4467.36,4428.67,4389.98,4351.29,4326.02,4300.75,4275.48,4250.21,4238.28,4226.35,4214.42,4202.49,4199.17,4195.85,4192.52,4189.2,4189.97,4190.75,4191.52,4192.3,4164.38,4136.46,4108.54,4080.62,4110.96,4141.31,4171.66,4202.0,4388.42,4574.84,4761.27,4947.69,4974.67,5001.66,5028.64,5055.63,5037.5,5019.38,5001.25,4983.12,4954.66,4926.19,4897.72,4869.25,4841.46,4813.66,4785.87
T_Sto,313.15,312.41,301.78,300.48,313.15,312.42,301.79,300.43,313.15,312.43,301.79,300.44,313.15,312.43,301.79,300.47,313.15,302.15,301.18,300.46,313.15,312.43,301.79,300.42,313.15,312.43,301.79,300.66,313.15,312.43,301.89,301.18,313.15,303.08,302.37,301.66,313.15,312.41,302.62,301.82,313.15,312.31,302.4,301.56,313.15,312.32,302.11,301.29,313.15,312.34,301.9,301.11,313.15,312.37,301.79,301.02,313.15,312.38,301.77,300.94,313.15,312.39,301.77,300.9,313.15,312.39,301.98,301.22,313.15,312.4,302.61,301.87,313.15,304.02,303.27,302.52,313.15,304.52,303.69,302.83,313.15,312.25,303.6,302.69,313.15,312.24,303.36,302.45,313.15,312.25,303.11,302.22,313.15,312.27,302.91,302.04
Q_Sto_Power
Q_Sto_Loss,15.33,14.81,7.41,6.5,15.33,14.82,7.41,6.47,15.33,14.83,7.41,6.47,15.33,14.83,7.41,6.49,15.33,7.66,6.99,6.49,15.33,14.83,7.41,6.46,15.33,14.82,7.41,6.63,15.33,14.83,7.48,6.99,15.33,8.31,7.82,7.32,15.33,14.81,7.99,7.43,15.33,14.74,7.84,7.26,15.33,14.75,7.64,7.06,15.33,14.76,7.49,6.94,15.33,14.78,7.41,6.87,15.33,14.79,7.4,6.82,15.33,14.8,7.4,6.79,15.33,14.8,7.54,7.02,15.33,14.8,7.99,7.47,15.33,8.97,8.45,7.92,15.33,9.31,8.74,8.14,15.33,14.7,8.68,8.04,15.33,14.69,8.51,7.88,15.33,14.7,8.33,7.71,15.33,14.72,8.19,7.59
Q_Sto_Energy,27450060.0,26527755.44,13263044.56,11638236.28,27450060.0,26543009.04,13270670.88,11584934.95,27450060.0,26552437.28,13275384.7,11586464.25,27450060.0,26557129.95,13277730.89,11631115.26,27450060.0,13724167.87,12513458.34,11622337.27,27450060.0,26554870.0,13276600.99,11569178.4,27450060.0,26548597.19,13273464.78,11870270.5,27450060.0,26551343.45,13399452.84,12517234.72,27450060.0,14885435.24,14003344.81,13117839.02,27450060.0,26521216.56,14311668.88,13308231.3,27450060.0,26405145.09,14041068.32,12994428.71,27450060.0,26408243.27,13675655.4,12651992.86,27450060.0,26441582.93,13410806.05,12421500.41,27450060.0,26473379.62,13274044.75,12310515.14,27450060.0,26493118.24,13245727.05,12218049.66,27450060.0,26501916.96,13250126.13,12167990.5,27450060.0,26503985.82,13508055.66,12563384.51,27450060.0,26509744.55,14304479.06,13378377.55,27450060.0,16058789.75,15125094.74,14184689.81,27450060.0,16678676.52,15647370.54,14574254.77,27450060.0,26327451.16,15537581.3,14404326.78,27450060.0,26313315.87,15231558.0,14104504.57,27450060.0,26331954.13,14919112.38,13815389.75,27450060.0,26357420.95,14671061.55,13592534.17
Q_Sto_Power_max,122000.27,117901.14,58946.86,51725.49,122000.27,117968.93,58980.76,51488.6,122000.27,118010.83,59001.71,51495.4,122000.27,118031.69,59012.14,51693.85,122000.27,60996.3,55615.37,51654.83,122000.27,118021.64,59007.12,51418.57,122000.27,117993.77,58993.18,52756.76,122000.27,118005.97,59553.12,55632.15,122000.27,66157.49,62237.09,58301.51,122000.27,117872.07,63607.42,59147.69,122000.27,117356.2,62404.75,57753.02,122000.27,117369.97,60780.69,56231.08,122000.27,117518.15,59603.58,55206.67,122000.27,117659.46,58995.75,54713.4,122000.27,117747.19,58869.9,54302.44,122000.27,117786.3,58889.45,54079.96,122000.27,117795.49,60035.8,55837.26,122000.27,117821.09,63575.46,59459.46,122000.27,71372.4,67222.64,63043.07,122000.27,74127.45,69543.87,64774.47,122000.27,117010.89,69055.92,64019.23,122000.27,116948.07,67695.81,62686.69,122000.27,117030.91,66307.17,61401.73,122000.27,117144.09,65204.72,60411.26
