T_Air,Q_Hou_Dem,P_PV,P_EL_Dem,QTWW,TpTWW,fTWW,Win_Speed,HGloHor
272.25,3456.4334200000003,0.0,0.691084075,3.815,40.0,16.0,3.3,0
272.04999999999995,4303.52081,0.0,0.952754414,0.21,25.0,6.0,3.5,0
271.45,4501.687910000001,0.0,1.21702422,0.21,25.0,6.0,3.7,0
271.15,4511.3205100000005,0.0,0.244425562,0.0,10.0,0.0,4.1,0
270.65,4471.94531,0.0,0.162992486,0.0,10.0,0.0,4.2,0
270.25,4444.19999,0.0,0.119457223,0.0,10.0,0.0,4.1,0
269.65,4444.570529999999,0.0,0.101616791,0.0,10.0,0.0,4.3,0
269.45,4464.87764,0.0,0.06354062,0.0,10.0,0.0,4.0,0
268.95,4505.703380000001,0.0,0.061351912,0.0,10.0,0.0,4.1,0
268.54999999999995,4555.29475,0.0,0.113355924,0.0,10.0,0.0,3.7,0
268.15,4598.9403,0.0,0.109096782,0.0,10.0,0.0,4.3,0
268.15,4620.82825,0.0,0.83725352,0.105,25.0,3.0,4.6,0
268.15,4579.75785,0.0,1.704081277,0.105,40.0,9.0,4.3,19
269.15,4513.447555999999,130.17835935067504,1.190863652,0.0,10.0,0.0,4.3,133
271.25,3919.7970000000005,537.8159720298335,0.226204295,0.315,40.0,9.0,5.4,264
272.84999999999997,3243.196494,1498.9912578099072,1.112648067,1.715,40.0,15.0,4.3,372
274.54999999999995,2347.3110699999997,2290.523749853354,2.054040577,3.705,40.0,10.0,5.9,437
275.75,1846.355107,2731.218302720291,0.253050699,0.105,25.0,3.0,6.2,453
276.54999999999995,1652.8740200000002,2763.775866456845,1.235772852,0.105,25.0,3.0,5.9,415
277.45,1500.2739000000001,2472.924758996492,2.499934149,0.315,55.0,4.0,5.7,343
277.15,1406.7921564,1718.5808692249575,1.866507424,0.735,55.0,4.0,6.0,228
276.34999999999997,1506.7547706,672.0955354963137,0.235933664,0.0,10.0,0.0,6.5,96
274.65,1865.016699,43.78746060401895,0.354301315,0.0,10.0,0.0,6.3,9
273.54999999999995,2694.0458244,0.0,0.614601327,0.105,25.0,3.0,5.6,0
272.84999999999997,3001.620385,0.0,1.284797175,3.815,40.0,16.0,5.9,0
272.15,3843.9216300000003,0.0,0.650701357,0.21,25.0,6.0,6.2,0
271.75,4057.66422,0.0,0.343699594,0.21,25.0,6.0,6.3,0
271.54999999999995,4093.7432499999995,0.0,0.064557158,0.0,10.0,0.0,5.9,0
271.04999999999995,4093.7351799999997,0.0,0.120861919,0.0,10.0,0.0,5.6,0
270.75,4105.13934,0.0,0.135105888,0.0,10.0,0.0,5.8,0
270.25,4137.82143,0.0,0.09156115,0.0,10.0,0.0,4.8,0
269.75,4180.52157,0.0,0.061146443,0.0,10.0,0.0,4.8,0
269.54999999999995,4221.0853,0.0,0.060831308,0.0,10.0,0.0,5.0,0
269.34999999999997,4261.71623,0.0,0.109394686,0.0,10.0,0.0,5.1,0
269.15,4311.5381099999995,0.0,0.303544289,0.0,10.0,0.0,5.4,0
268.65,4351.39387,0.0,1.785961209,0.0,10.0,0.0,5.7,0
268.95,4295.91902,0.0,1.87025236,3.815,40.0,16.0,5.6,20
270.54999999999995,4070.163524,133.35507612379482,1.591032154,3.705,40.0,10.0,5.4,136
273.54999999999995,3145.005005,561.7126357718774,0.685408138,0.0,10.0,0.0,6.0,267
276.45,2530.575479,1509.683950151197,0.850439217,0.0,10.0,0.0,6.6,373
277.25,1910.168235,2287.060258426196,0.154274357,0.21,25.0,6.0,7.8,440
278.15,1560.036627,2726.8095907203574,0.242864886,0.0,10.0,0.0,7.6,456
278.95,1431.05441,2813.569948384683,0.138533006,0.735,55.0,4.0,7.3,427
279.15,1306.05845,2496.899919381622,0.192668284,0.105,25.0,3.0,6.4,350
278.75,1241.4798014,1668.7525579029718,0.271133826,0.105,40.0,9.0,6.9,225
277.65,1349.0794131999999,553.3686141136433,0.277968374,0.105,25.0,3.0,5.4,83
276.65,1659.4070955000002,31.161890073779247,0.394008964,0.315,55.0,4.0,3.9,7
274.75,2392.2085325999997,0.0,0.539688471,0.315,40.0,9.0,3.9,0
275.34999999999997,2393.1572800000004,0.0,0.589553192,1.715,40.0,15.0,4.2,0
275.25,3226.1956099999998,0.0,1.263583758,0.21,25.0,6.0,3.9,0
274.54999999999995,3494.6744200000003,0.0,1.172911392,0.105,25.0,3.0,4.3,0
273.75,3589.66062,0.0,0.254018734,0.105,25.0,3.0,4.2,0
273.54999999999995,3632.9446900000003,0.0,0.155762273,0.0,10.0,0.0,3.3,0
272.95,3668.49986,0.0,0.115053009,0.0,10.0,0.0,3.7,0
272.75,3687.3797499999996,0.0,0.067155129,0.0,10.0,0.0,3.4,0
272.84999999999997,3703.4726100000003,0.0,0.117589876,0.0,10.0,0.0,3.0,0
272.45,3745.3089600000003,0.0,0.06525414,0.0,10.0,0.0,2.7,0
271.84999999999997,3803.6697400000003,0.0,0.155763915,0.0,10.0,0.0,2.5,0
271.54999999999995,3844.93234,0.0,0.063531788,0.0,10.0,0.0,2.5,0
271.84999999999997,3852.71156,0.0,0.137441203,0.0,10.0,0.0,2.3,0
272.04999999999995,3790.44058,0.0,1.118633482,3.815,40.0,16.0,2.3,12
273.25,3529.20068,276.6706285315849,1.097186911,3.705,40.0,10.0,2.3,78
274.34999999999997,2927.8890480000005,712.2884621615966,0.588319333,0.0,10.0,0.0,2.4,199
276.04999999999995,2839.1452050000003,1443.0523660526242,0.968550286,0.0,10.0,0.0,2.5,329
276.65,2422.2414000000003,1956.7748021585533,1.642374738,0.21,25.0,6.0,2.9,337
277.15,2179.031953,1554.8834328399553,0.205635107,0.0,10.0,0.0,2.9,240
277.54999999999995,1986.522425,1499.771100305861,3.310332956,0.735,55.0,4.0,4.8,228
277.95,1797.2725400000002,1950.6610947212537,1.806293115,0.105,25.0,3.0,4.7,279
276.65,1830.869113,1432.2436965100744,0.092961467,0.105,40.0,9.0,6.3,200
275.84999999999997,2107.19817,393.02301362084665,0.265408443,0.105,25.0,3.0,6.0,61
275.45,2447.55299,25.496513030702214,0.430441123,0.315,55.0,4.0,5.6,6
274.84999999999997,2756.8722610000004,0.0,1.146152945,0.315,40.0,9.0,5.4,0
274.95,2833.4400699999997,0.0,0.812280483,1.715,40.0,15.0,3.5,0
275.15,3681.5761599999996,0.0,0.554562929,0.21,25.0,6.0,3.9,0
274.84999999999997,3923.0117600000003,0.0,0.412100544,0.105,25.0,3.0,4.2,0
274.04999999999995,3995.4330499999996,0.0,0.162556585,0.105,25.0,3.0,4.3,0
273.15,4015.1203200000004,0.0,0.060977908,0.0,10.0,0.0,4.4,0
272.54999999999995,4031.39786,0.0,0.073872685,0.0,10.0,0.0,4.5,0
272.04999999999995,4043.81046,0.0,0.142510471,0.0,10.0,0.0,4.9,0
272.04999999999995,4045.66204,0.0,0.117871091,0.0,10.0,0.0,4.8,0
271.95,4042.28349,0.0,0.061208264,0.0,10.0,0.0,4.5,0
272.04999999999995,4029.13262,0.0,0.064230483,0.0,10.0,0.0,5.0,0
272.25,4008.6743500000002,0.0,0.062359652,0.0,10.0,0.0,5.4,0
272.45,3981.9665299999997,0.0,0.884981091,0.105,25.0,3.0,4.3,0
272.65,3922.7371500000004,0.0,2.273314043,0.105,40.0,9.0,4.5,11
272.84999999999997,3729.8024749999995,171.45722322649814,2.29178398,0.0,10.0,0.0,4.5,103
273.34999999999997,3545.06382,771.9281503018597,3.038252478,0.315,40.0,9.0,4.7,132
274.25,3995.0983300000003,1011.9868524480152,1.477167393,1.715,40.0,15.0,5.4,159
274.34999999999997,3892.2131100000006,1173.6379478227996,1.920498518,3.705,40.0,10.0,5.4,182
274.54999999999995,3719.73398,598.1578097819412,0.37441624,0.105,25.0,3.0,5.1,94
275.04999999999995,3519.73238,912.4316164913664,0.163995685,0.105,25.0,3.0,6.0,141
274.95,3425.0862400000005,616.1598973379997,0.59036443,0.315,55.0,4.0,6.2,96
274.65,3448.2878699999997,272.5449298624627,0.490406431,0.735,55.0,4.0,6.1,44
274.25,3522.1602900000003,189.29568764536737,2.054657217,0.0,10.0,0.0,6.3,31
274.04999999999995,3613.02304,9.475481136676764,2.435515603,0.0,10.0,0.0,5.3,3
273.84999999999997,3599.42388,0.0,0.901548975,0.105,25.0,3.0,5.1,0
273.75,3685.79458,0.0,0.858101655,3.815,40.0,16.0,4.4,0
273.65,4462.920169999999,0.0,0.983966192,0.21,25.0,6.0,3.8,0
273.65,4597.74651,0.0,1.039677463,0.21,25.0,6.0,3.7,0
273.45,4538.82008,0.0,1.466958278,0.0,10.0,0.0,3.7,0
273.34999999999997,4426.10583,0.0,0.082598106,0.0,10.0,0.0,3.3,0
273.25,4324.79146,0.0,0.061104575,0.0,10.0,0.0,3.7,0
273.04999999999995,4253.65167,0.0,0.060659088,0.0,10.0,0.0,2.7,0
272.95,4223.78826,0.0,0.091389526,0.0,10.0,0.0,2.2,0
272.25,4263.534619999999,0.0,0.166971605,0.0,10.0,0.0,2.9,0
270.84999999999997,4351.0983,0.0,0.093410283,0.0,10.0,0.0,3.0,0
270.25,4429.76347,0.0,0.064144782,0.0,10.0,0.0,3.2,0
269.84999999999997,4476.82623,0.0,0.116838755,0.0,10.0,0.0,2.7,0
269.84999999999997,4423.75771,0.0,1.113550699,3.815,40.0,16.0,2.4,26
271.34999999999997,4108.46276,156.06524086011115,0.670928374,3.705,40.0,10.0,3.0,156
273.75,3280.2159300000003,663.0440791493165,0.191049034,0.0,10.0,0.0,2.9,284
274.84999999999997,2807.710954,1621.0247098597172,0.133607677,0.0,10.0,0.0,4.3,386
275.15,2147.98501,2389.3398043072784,0.141464593,0.21,25.0,6.0,6.0,449
276.25,1737.878295,2845.810585099808,1.719317506,0.0,10.0,0.0,5.6,468
277.15,1585.0635200000002,2866.6003632008374,0.232322623,0.735,55.0,4.0,6.3,429
277.45,1454.204915,2550.687467288015,0.797882041,0.105,25.0,3.0,6.1,355
277.45,1378.221055,1730.4909198778785,0.751898108,0.105,40.0,9.0,6.6,233
276.84999999999997,1492.2743219999998,645.9428898134244,0.060455975,0.105,25.0,3.0,6.4,95
275.95,1824.3757830000002,36.96530428690575,0.286262733,0.315,55.0,4.0,4.5,8
275.15,2478.0866751,0.0,0.881636484,0.315,40.0,9.0,5.0,0
274.75,2596.94519,0.0,0.944202026,1.715,40.0,15.0,5.4,0
274.65,3446.6074900000003,0.0,0.48642477,0.21,25.0,6.0,4.8,0
274.54999999999995,3668.6599899999997,0.0,0.397156824,0.105,25.0,3.0,5.3,0
274.84999999999997,3682.6447500000004,0.0,0.212085099,0.105,25.0,3.0,5.5,0
274.75,3645.70648,0.0,0.061577122,0.0,10.0,0.0,5.4,0
274.54999999999995,3615.5443400000004,0.0,0.168864233,0.0,10.0,0.0,5.7,0
274.54999999999995,3600.7751999999996,0.0,0.255351204,0.0,10.0,0.0,5.4,0
274.25,3616.33806,0.0,0.225537205,0.0,10.0,0.0,5.7,0
273.75,3662.7943499999997,0.0,0.306940287,0.0,10.0,0.0,5.9,0
273.15,3723.4233499999996,0.0,0.257332388,0.0,10.0,0.0,5.6,0
272.84999999999997,3773.2019599999994,0.0,0.398283328,0.0,10.0,0.0,5.6,0
272.84999999999997,3805.97997,0.0,1.21171824,0.105,25.0,3.0,5.3,0
272.75,3814.42001,0.0,1.210182932,0.105,40.0,9.0,5.1,4
272.84999999999997,3727.427557,165.036407417165,1.161627028,0.0,10.0,0.0,5.3,28
273.25,3649.226104,486.8752317925818,0.620070303,0.315,40.0,9.0,5.1,76
273.95,4191.12824,603.8927125406042,1.275157995,1.715,40.0,15.0,4.5,94
274.45,4126.84778,738.9848987442672,0.275849711,3.705,40.0,10.0,3.9,115
274.45,3923.3143900000005,458.546365207419,0.168950592,0.105,25.0,3.0,4.7,73
274.95,3636.73884,986.8161435963128,0.162398466,0.105,25.0,3.0,4.6,152
274.65,3416.7155399999992,934.681889489712,0.136017761,0.315,55.0,4.0,5.7,143
275.15,3333.7278900000006,462.1815223555552,1.941945299,0.735,55.0,4.0,6.1,72
275.04999999999995,3345.7353100000005,346.2091448399745,2.061459053,0.0,10.0,0.0,5.5,54
274.84999999999997,3452.68869,43.41621938254224,0.276294251,0.0,10.0,0.0,3.9,9
273.65,3544.1675729999993,0.0,0.867947134,0.105,25.0,3.0,4.5,0
273.45,3705.425136,0.0,1.34323259,3.815,40.0,16.0,3.9,0
273.04999999999995,4509.11657,0.0,0.42350861,0.21,25.0,6.0,4.3,0
272.84999999999997,4645.8063999999995,0.0,0.365895191,0.21,25.0,6.0,4.4,0
273.15,4557.790579999999,0.0,0.182860018,0.0,10.0,0.0,4.5,0
273.45,4397.33192,0.0,0.100346331,0.0,10.0,0.0,4.3,0
273.95,4234.83269,0.0,0.119670966,0.0,10.0,0.0,4.1,0
274.25,4102.20986,0.0,0.060370765,0.0,10.0,0.0,3.6,0
274.54999999999995,4007.569,0.0,0.10446229,0.0,10.0,0.0,3.1,0
274.54999999999995,3950.8508000000006,0.0,0.101215012,0.0,10.0,0.0,2.7,0
274.54999999999995,3915.4375999999997,0.0,0.147471316,0.0,10.0,0.0,2.7,0
274.65,3896.6015899999993,0.0,0.061491789,0.0,10.0,0.0,2.8,0
274.45,3904.6152500000003,0.0,0.502242533,0.105,25.0,3.0,2.8,0
273.84999999999997,3910.52849,0.0,0.917467164,0.105,40.0,9.0,2.4,10
273.75,3715.3490199999997,229.1852072684403,0.658423776,0.0,10.0,0.0,3.0,38
273.84999999999997,3650.4746600000003,606.6372741665026,0.230934,0.315,40.0,9.0,2.8,95
274.04999999999995,4296.36777,568.8990337178767,0.977065956,1.715,40.0,15.0,2.2,89
274.25,4333.96593,439.8852941510908,0.660307472,3.705,40.0,10.0,3.4,70
274.54999999999995,4199.98624,418.8339430829022,1.3655485,0.105,25.0,3.0,3.3,67
274.84999999999997,4043.1473,254.077818979936,0.983871298,0.105,25.0,3.0,2.0,42
275.04999999999995,3904.41844,248.80263756212804,2.456934688,0.315,55.0,4.0,2.4,41
275.15,3793.33382,278.7395375230774,1.501721344,0.735,55.0,4.0,2.3,45
275.04999999999995,3716.0053000000003,263.5504922068492,1.502931275,0.0,10.0,0.0,1.6,42
275.15,3713.29919,37.34484166974836,0.277625515,0.0,10.0,0.0,2.4,8
274.75,3583.642545,0.0,0.557215851,0.105,25.0,3.0,2.5,0
274.15,3667.014517,0.0,1.463083523,3.815,40.0,16.0,1.0,0
274.25,4468.737520000001,0.0,0.691999515,0.21,25.0,6.0,0.8,0
274.54999999999995,4606.41433,0.0,0.433967561,0.21,25.0,6.0,1.0,0
274.45,4564.766890000001,0.0,0.297616064,0.0,10.0,0.0,2.0,0
273.34999999999997,4499.11951,0.0,0.108245224,0.0,10.0,0.0,2.9,0
272.95,4411.13079,0.0,0.132437049,0.0,10.0,0.0,3.1,0
273.54999999999995,4316.559569999999,0.0,0.086467362,0.0,10.0,0.0,1.9,0
273.34999999999997,4254.4096899999995,0.0,0.060798413,0.0,10.0,0.0,2.1,0
273.25,4208.72897,0.0,0.060767054,0.0,10.0,0.0,2.6,0
273.45,4170.07612,0.0,0.133281435,0.0,10.0,0.0,2.0,0
273.45,4145.70382,0.0,0.167849776,0.0,10.0,0.0,2.9,0
273.34999999999997,4123.87708,0.0,0.94441926,0.105,25.0,3.0,2.8,0
273.45,4060.30667,0.0,1.183879155,0.105,40.0,9.0,1.8,17
273.75,3661.822696,232.83444164609244,0.243342848,0.0,10.0,0.0,2.7,121
274.95,3006.2811720000004,728.4852938013894,0.190001899,0.315,40.0,9.0,3.7,281
275.95,3236.67631,1552.2488889595973,0.291140276,1.715,40.0,15.0,3.3,290
276.34999999999997,3190.9897600000004,1168.359409897803,1.684204814,3.705,40.0,10.0,4.3,182
275.95,3053.76883,1231.4462417694758,0.252797082,0.105,25.0,3.0,5.4,191
277.25,2819.9553499999997,1284.572697427506,0.850206448,0.105,25.0,3.0,3.8,197
278.04999999999995,2571.0860199999997,1414.691338352211,0.703504455,0.315,55.0,4.0,5.5,212
278.45,2408.2234900000003,1097.9350818616213,0.230349396,0.735,55.0,4.0,4.0,163
278.54999999999995,2389.2343200000005,820.8723808137003,0.211543646,0.0,10.0,0.0,4.7,117
277.95,2570.96014,80.06817171456609,0.256744382,0.0,10.0,0.0,4.0,15
277.54999999999995,2565.656798,0.0,0.662286307,0.105,25.0,3.0,4.3,0
276.84999999999997,2679.5752500000003,0.0,0.576915096,3.815,40.0,16.0,3.2,0
276.25,3619.1420499999995,0.0,1.052034801,0.21,25.0,6.0,4.9,0
276.34999999999997,3896.11373,0.0,1.127933205,0.21,25.0,6.0,5.6,0
276.45,3922.801720000001,0.0,0.192795245,0.0,10.0,0.0,4.6,0
276.45,3883.4273600000006,0.0,0.060755286,0.0,10.0,0.0,6.2,0
275.45,3862.3356300000005,0.0,0.077245247,0.0,10.0,0.0,6.9,0
275.04999999999995,3850.8652700000002,0.0,0.165989619,0.0,10.0,0.0,5.6,0
274.75,3836.99934,0.0,0.092496931,0.0,10.0,0.0,8.2,0
274.95,3801.22456,0.0,0.060540843,0.0,10.0,0.0,7.2,0
275.45,3741.7433800000003,0.0,0.062549143,0.0,10.0,0.0,6.5,0
276.04999999999995,3666.9471299999996,0.0,0.158594587,0.0,10.0,0.0,7.8,0
276.65,3575.7903399999996,0.0,1.14954489,0.0,10.0,0.0,7.8,0
277.54999999999995,3453.63113,0.0,1.344366599,3.815,40.0,16.0,6.6,6
278.54999999999995,2773.11762,111.68409642875748,1.282696429,3.705,40.0,10.0,6.8,20
279.25,2459.230435,247.20162139136573,1.277906445,0.0,10.0,0.0,8.8,41
279.95,3218.504839,360.41718309499714,0.321971957,0.0,10.0,0.0,7.2,59
279.95,3378.56312,492.6594422929879,1.795754793,0.21,25.0,6.0,9.0,80
280.45,3325.282175,317.7517305510269,0.120803691,0.0,10.0,0.0,8.8,53
280.95,3189.25399,266.2084879420059,3.002685616,0.735,55.0,4.0,5.4,45
281.75,3046.57357,177.6647209263064,2.367098283,0.105,25.0,3.0,7.5,31
282.04999999999995,2955.0323799999996,96.7522203518102,0.159169814,0.105,40.0,9.0,5.8,18
281.75,2920.8166,30.74970170857736,0.250829739,0.105,25.0,3.0,7.0,7
281.65,2929.8463,0.0,0.284827245,0.315,55.0,4.0,6.7,0
280.84999999999997,2297.397736,0.0,0.583210204,0.315,40.0,9.0,7.2,0
280.95,2187.2280299999998,0.0,1.311928198,1.715,40.0,15.0,5.3,0
280.75,3116.808005,0.0,0.82135764,0.21,25.0,6.0,7.2,0
281.04999999999995,3400.9391000000005,0.0,0.439546893,0.105,25.0,3.0,7.8,0
281.65,3424.30009,0.0,0.160223633,0.105,25.0,3.0,5.4,0
281.54999999999995,3354.6310499999995,0.0,0.077033157,0.0,10.0,0.0,7.3,0
281.65,3264.9799540000004,0.0,0.061139968,0.0,10.0,0.0,6.9,0
281.45,3211.19663,0.0,0.105927636,0.0,10.0,0.0,5.7,0
280.54999999999995,3198.113235,0.0,0.175054186,0.0,10.0,0.0,6.6,0
280.25,3166.028104,0.0,0.07678395,0.0,10.0,0.0,5.7,0
281.15,3103.6296699999994,0.0,0.060649298,0.0,10.0,0.0,4.5,0
281.25,3049.2805100000005,0.0,0.064072797,0.0,10.0,0.0,6.5,0
281.34999999999997,2999.6917499999995,0.0,0.960117314,0.0,10.0,0.0,6.9,0
281.45,2929.35179,0.0,1.508134815,3.815,40.0,16.0,5.7,11
281.65,2138.171751,273.2088597351805,0.321633706,3.705,40.0,10.0,5.6,46
281.75,1946.43641,411.10722738372925,3.181872413,0.0,10.0,0.0,6.7,67
282.15,2682.04312,427.38521902538986,2.210081949,0.0,10.0,0.0,5.6,70
282.84999999999997,2848.96261,456.5763412276342,1.923810061,0.21,25.0,6.0,6.6,75
283.04999999999995,2830.1846800000003,409.6329752961295,0.305280352,0.0,10.0,0.0,7.0,68
282.95,2738.62234,288.5854529315579,1.848801336,0.735,55.0,4.0,5.8,49
283.54999999999995,2608.724095,439.10106869348175,0.161193763,0.105,25.0,3.0,6.6,72
283.54999999999995,2506.3034,293.73995184434926,0.254018557,0.105,40.0,9.0,5.9,49
283.95,2439.8235200000004,240.1381517828409,2.230191234,0.105,25.0,3.0,5.6,40
283.95,2429.90935,29.869328876056247,2.199634584,0.315,55.0,4.0,6.4,7
283.75,1736.772715,0.0,1.723552193,0.315,40.0,9.0,6.3,0
283.75,1695.2426790000002,0.0,0.985681033,1.715,40.0,15.0,5.4,0
283.65,2530.9939900000004,0.0,1.201819499,0.21,25.0,6.0,7.4,0
283.54999999999995,2842.032104,0.0,0.477599233,0.105,25.0,3.0,7.7,0
283.15,2947.6097299999997,0.0,0.529452169,0.105,25.0,3.0,6.7,0
282.65,2972.80604,0.0,0.323406673,0.0,10.0,0.0,6.8,0
282.04999999999995,2999.215126,0.0,0.06258698,0.0,10.0,0.0,6.5,0
280.65,3046.6992599999994,0.0,0.061346521,0.0,10.0,0.0,5.3,0
280.15,3122.3796400000006,0.0,0.060595261,0.0,10.0,0.0,6.7,0
278.25,3235.6151499999996,0.0,0.117203767,0.0,10.0,0.0,4.9,0
277.45,3327.0991899999995,0.0,0.149395955,0.0,10.0,0.0,2.7,0
277.15,3384.95089,0.0,0.061120654,0.0,10.0,0.0,3.4,0
276.95,3418.4499600000004,0.0,0.556009862,0.0,10.0,0.0,3.7,0
276.65,3371.15725,0.0,1.114555083,3.815,40.0,16.0,3.0,12
278.04999999999995,2689.335037,411.9933158731872,1.326766157,3.705,40.0,10.0,3.0,71
278.84999999999997,2178.761084,979.4944673788476,0.996635978,0.0,10.0,0.0,4.9,201
280.15,2654.8366800000003,1186.9257919002262,0.634367862,0.0,10.0,0.0,4.6,191
280.84999999999997,2761.66846,764.4860616274647,0.310128236,0.21,25.0,6.0,6.0,122
278.15,2662.57102,1143.0474278892204,0.794510065,0.0,10.0,0.0,8.5,181
279.95,2378.68408,1765.7448973352073,0.901637269,0.735,55.0,4.0,4.0,268
279.45,2115.43242,1177.9452564316518,0.191903145,0.105,25.0,3.0,7.5,182
279.95,1749.96773,2021.612528198954,0.137713816,0.105,40.0,9.0,5.1,271
280.04999999999995,1705.768635,984.8134536777166,0.062179098,0.105,25.0,3.0,5.1,137
278.95,1982.3514400000001,138.20895131801765,0.343536535,0.315,55.0,4.0,6.1,24
277.95,2222.41001725,0.0,0.697122938,0.315,40.0,9.0,3.8,0
277.04999999999995,2418.972011,0.0,1.453678002,1.715,40.0,15.0,2.7,0
277.25,3314.6237440000004,0.0,0.584027992,0.21,25.0,6.0,3.8,0
276.84999999999997,3579.19794,0.0,0.287241482,0.105,25.0,3.0,4.6,0
277.04999999999995,3632.99814,0.0,0.288871173,0.105,25.0,3.0,3.6,0
276.04999999999995,3633.1187299999997,0.0,0.19027955,0.0,10.0,0.0,5.4,0
275.84999999999997,3615.0981400000005,0.0,0.154699158,0.0,10.0,0.0,4.6,0
275.45,3616.59157,0.0,0.069809227,0.0,10.0,0.0,3.1,0
274.84999999999997,3638.7788299999997,0.0,0.109720952,0.0,10.0,0.0,3.5,0
274.54999999999995,3664.6945300000007,0.0,0.087097312,0.0,10.0,0.0,3.6,0
274.34999999999997,3687.62655,0.0,0.060753522,0.0,10.0,0.0,3.5,0
274.25,3690.13982,0.0,0.094893347,0.0,10.0,0.0,3.8,0
274.75,3642.59487,0.0,1.147295356,0.0,10.0,0.0,4.5,0
275.84999999999997,3547.34677,0.0,0.17011086,3.815,40.0,16.0,4.4,7
276.45,3019.5612870000004,158.25374577275522,0.224685577,3.705,40.0,10.0,4.2,27
277.84999999999997,2696.11628,314.8061417510938,0.161226246,0.0,10.0,0.0,6.5,51
278.54999999999995,3377.2977800000003,473.2940539904346,0.337473296,0.0,10.0,0.0,5.0,76
278.95,3441.5255300000003,482.5640408707096,0.196260809,0.21,25.0,6.0,7.4,78
279.34999999999997,3167.9688600000004,981.254693157142,0.151256635,0.0,10.0,0.0,8.3,155
280.75,2651.52909,1657.436853818702,0.203164658,0.735,55.0,4.0,5.3,254
281.65,2120.418924,2091.334746588254,0.22714598,0.105,25.0,3.0,6.7,303
281.84999999999997,1866.1174200000003,1338.1285724008126,0.287651635,0.105,40.0,9.0,5.8,197
281.75,1904.5164699999998,581.5443764386445,0.222491133,0.105,25.0,3.0,4.6,90
281.54999999999995,2106.004265,124.0475305585725,0.299191853,0.315,55.0,4.0,4.3,22
280.45,2033.530183,0.0,1.20099024,0.315,40.0,9.0,3.3,0
279.54999999999995,2174.669926,0.0,0.985242279,1.715,40.0,15.0,2.6,0
278.65,3127.596184,0.0,0.575063067,0.21,25.0,6.0,4.1,0
278.45,3441.110854,0.0,0.311027557,0.105,25.0,3.0,4.2,0
278.45,3521.9974700000007,0.0,0.113101662,0.105,25.0,3.0,3.3,0
277.65,3533.04805,0.0,0.106718843,0.0,10.0,0.0,4.0,0
277.15,3544.01378,0.0,0.063896085,0.0,10.0,0.0,3.9,0
276.04999999999995,3576.26134,0.0,0.139629089,0.0,10.0,0.0,2.2,0
275.65,3622.9394199999997,0.0,0.070063026,0.0,10.0,0.0,2.9,0
274.65,3675.5028,0.0,0.113091998,0.0,10.0,0.0,2.7,0
274.65,3715.8246100000006,0.0,0.074608978,0.0,10.0,0.0,1.8,0
274.04999999999995,3764.58012,0.0,0.0732896,0.0,10.0,0.0,2.9,0
273.65,3788.8437600000007,0.0,0.727445847,0.0,10.0,0.0,2.1,0
273.84999999999997,3720.5024,0.0,1.345456331,3.815,40.0,16.0,1.9,29
274.65,3282.97872,487.6449264841701,0.131832895,3.705,40.0,10.0,2.8,107
275.65,2721.5860700000003,1033.0274171910594,0.288851551,0.0,10.0,0.0,3.6,232
276.54999999999995,2746.5083000000004,1748.4560236953737,0.173225644,0.0,10.0,0.0,3.3,339
277.65,2210.6967600000003,2461.094464522983,0.196590866,0.21,25.0,6.0,5.6,436
278.04999999999995,1896.2877629999998,2146.7564955465846,0.375388705,0.0,10.0,0.0,4.7,334
278.15,1888.12313,1337.1406632179464,0.146433567,0.735,55.0,4.0,3.4,208
278.04999999999995,2063.34739,631.0917031001976,0.237636847,0.105,25.0,3.0,4.6,100
277.25,2234.28417,620.1793017219975,0.123501355,0.105,40.0,9.0,3.6,97
277.54999999999995,2352.72467,634.9741843658845,0.159243605,0.105,25.0,3.0,3.1,96
277.65,2536.0782,106.89693022480776,0.278853773,0.315,55.0,4.0,3.2,19
276.65,2634.419687,0.0,0.449874018,0.315,40.0,9.0,3.3,0
276.04999999999995,2787.7986300000002,0.0,1.415819445,1.715,40.0,15.0,1.9,0
275.45,3663.21089,0.0,0.846170159,0.21,25.0,6.0,2.9,0
275.54999999999995,3904.3458299999998,0.0,0.305396656,0.105,25.0,3.0,3.1,0
275.04999999999995,3949.7947500000005,0.0,0.189715488,0.105,25.0,3.0,1.7,0
274.45,3929.8247800000004,0.0,0.098042468,0.0,10.0,0.0,2.3,0
274.15,3902.03644,0.0,0.064301248,0.0,10.0,0.0,3.0,0
273.65,3913.3550500000006,0.0,0.089221011,0.0,10.0,0.0,1.9,0
272.54999999999995,3961.2994299999996,0.0,0.114547492,0.0,10.0,0.0,2.5,0
272.25,4010.23638,0.0,0.103309202,0.0,10.0,0.0,1.7,0
271.75,4062.5660399999997,0.0,0.111010681,0.0,10.0,0.0,1.5,0
271.34999999999997,4108.84511,0.0,0.060882535,0.0,10.0,0.0,1.6,0
271.15,4120.9261400000005,0.0,0.604222744,0.0,10.0,0.0,1.8,0
271.34999999999997,4023.9223899999997,22.49348348034801,0.908848142,3.815,40.0,16.0,2.1,58
272.65,3574.4500430000003,203.83851380955664,0.213167966,3.705,40.0,10.0,2.8,197
274.75,2584.068508,1020.1329132023012,0.236436814,0.0,10.0,0.0,3.4,337
